id,tweet,label
3504,⚽💰 Cuota 198 para la 34ª jornada de HASHTAG. ¿Te atreves con ella?  Sigue leyendo -----&gt; https://t.co/Q7IpBSzhiM https://t.co/oKA92dqTZX,others 
3505,Hoy en mi IGTV de INSTAGRAM tenéis... https://t.co/uGmoniIkj5  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/Ts4ggu86T3,others 
3506,HASHTAG Medio tiempo: Barcelona 0-0 Levante. https://t.co/Vd3ePTxnmO,others 
3507,"Messi hijo de puta, te amo, ven te beso tu pie izquierdo HASHTAG HASHTAG HASHTAG",joy 
3508,¡¡¡¡ Por favor dejar de poner SPOILER de HASHTAG HASHTAG q yo la veo esta noche !!!!! 😂😁 https://t.co/puXUi9gD6M,others 
3509,HASHTAG 5 libros para quienes aman viajar por el mundo 👉 https://t.co/GWpj1DZVkM https://t.co/kOHA1a9hyQ,joy 
3510,HASHTAG HASHTAG HASHTAG  GOLAZO del USER!  Lionel HASHTAG 🇦🇷 la clavó al ángulo luego de un tiro libre fantástico. HASHTAG 3 - HASHTAG 0,joy 
3511,"Ayer mucho lloré. Unos me dirán ""loca, llorar por un edificio antiguo"" y otros, ""normal, llorar por un edificio antiguo"". HASHTAG",sadness 
3512,Aún me queda fe en la sociedad española después de estas HASHTAG,joy 
3513,HASHTAG Messi ingresó en el ST y demoró 17 minutos para romper el marcador contra Levante. HASHTAG está a punto de coronarse campeón. https://t.co/3qoKpHDv4K,others 
3514,VOX: “la resistencia ya está dentro del Congreso” HASHTAG https://t.co/DObaOPUZvp,others 
3515,¡ Feliz día del libro! Uno día muy emocionante con la visita de los abuelos por la mañana y el cuentacuentos de los alumnos de Segundo de primaria. Mil gracias a todos HASHTAG HASHTAG HASHTAG HASHTAG USER https://t.co/U4TsXh9LWa,joy 
3516,"¡No termines el HASHTAG sin haber comprado literatura de combate!  Puedes consultar nuestro catálogo en nuestra página web, así como consultar precios y leer breves descripciones de los materiales. ¡No lo dudes y compra! 👇🏽 HASHTAG HASHTAG https://t.co/nvu8nbOVnh https://t.co/cyy53bvdA4",joy 
3517,"Celebramos el HASHTAG📚 con las obras de algunos de nuestros investigadores: “La otra gran ilusión. Memorias de un físico mexicano”, de Jorge Flores Valdés. HASHTAG https://t.co/S8fACtP58p https://t.co/JJUmK9e6hB",joy 
3518,"Nominan a HASHTAG de sólo 16 años de edad, al premio HASHTAG de la Paz. La joven sueca fue postulada por su papel en la organización de protestas contra el cambio climático. https://t.co/hQ6b85BH5l",others 
3519,Adiós al invierno (si es que lo hubo) desde HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG🌴 HASHTAG HASHTAG HASHTAG https://t.co/mFeN8XBAvB,others 
3520,"Eslóganes reivindicativos en un ambiente juvenil: ""Podéis engañar a los votantes, pero no a la atmósfera"" USER HASHTAG HASHTAG https://t.co/6WdtXWfIwP",others 
3521,¡Qué pinches nervios! HASHTAG HASHTAG   ¡Visca Barça!,joy 
3522,¿Soy el único al que le extraña un fuego accidental por labores de renovación precisamente en HASHTAG?,surprise 
3523,Uno es el genio del fútbol mundial y mejor de la historia El otro un guerrero el jugador con más huevos en el mundo Que dupla por dios HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/jF3IbhCPpW,others 
3524,Cuánta tristeza da perder tanta historia HASHTAG https://t.co/gwau30Z7sD,sadness 
3525,Este es el interior de la techumbre de HASHTAG que ayer se incendió. https://t.co/hEjOTjO9P8,others 
3526,Más de 2 millones de personas han votado a V🤪🤮X. 2 millones de personas que han votado estar en 1940 y no en 2019. En vez de avanzar estamos retrocediendo y a mi esto me da mucha grima  HASHTAG HASHTAG,others 
3527,"Como puede haber semejante capítulo de JUEGO DE TRONOS? BRUTAL, INCREÍBLE. HASHTAG HASHTAG ♥️♥️♥️♥️♥️",surprise 
3528,El Concepto que define al USER es Asfixiante. HASHTAG,others 
3529,"👩‍🔬👨‍🔬🧪⚗️ Series de TV y películas incluyen el berilio como elemento casi mágico. En un día con capítulo nuevo de HASHTAG, te dejamos todos los detalles de este arma secreta utilizada en la ficción. 👉 https://t.co/idVis3Imah HASHTAG HASHTAG HASHTAG https://t.co/UsFitS8KlE",others 
3530,Hoy lucharemos por cerrar el primer objetivo....#LaLiga HASHTAG 🔵🔴🔵🔴🔵🔴 https://t.co/yC4NmI2Jz0,others 
3531,"Pablo Casado con esa sonrisilla tonta de saber que le van a ejecutar pero no sabe, ni como, ni cuando, ni donde. HASHTAG",others 
3532,74' Lionel Messi y el 2-0 de USER ante USER por HASHTAG🏆 https://t.co/uS6Y2rjfjN,others 
3533,En la oficina siempre me acompañan algunos de mis libros. Son una “montaña” de recuerdos y vivencias.   HASHTAG https://t.co/4aH77baWn1,joy 
3534,HASHTAG en mí opinión lo que dice Pompeo es simplemente una mentira más... Lo que está detrás de eso es su acusación sin fundamento a HASHTAG. Claro los medios hacen eco sin análisis alguno o por lo menos una crítica apropiada. HASHTAG,others 
3535,¡Nos alegramos mucho de que te haya gustado! ¡Feliz HASHTAG https://t.co/8fu9WW11gy,joy 
3536,Este señor si se puede calificar de esa manera es el verdadero triunfador de estas elecciones enhorabuena a todos los que a veis votado a la izquierda y romper España por completo y poner leyes de género y demás que perjudican a la mitad de la población HASHTAG https://t.co/DjQyTUFo1P,others 
3537,"y ya lo ve, y ya lo ve, es pa Cristiano que lo mira por TV HASHTAG",others 
3538,"Pensar que decian no les gustaba Vidal porque pasaba expulsado.  La clase, talento, categoría y espíritu de combate que tiene, lo hacen un fuera de serie.  HASHTAG HASHTAG",joy 
3539,USER La santa Cristina panfletaria ahora arenga por escrito...#DiaDelLibro,others 
3540,Que le avisen a HASHTAG quien ganó HASHTAG hoy y que le recuerden que el HASHTAG sigue vigente. HASHTAG HASHTAG,others 
3541,Huelga Internacional Contra el Cambio Climático 15 de Marzo. Rebélate contra la extinción de especies y la crisis ecológica Madrid: Manifestación desde Sol hasta el Congreso de los Diputados (12.00h) HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/KKxC153GUQ,others 
3542,Existe una copia original en la Ciudad de HASHTAG en la HASHTAG  HASHTAG https://t.co/85lE4trDtt,others 
3543,"El PP de Casado se hunde y suma solo 65 escaños, con el 86 por ciento escrutado https://t.co/Ui7tjWf5Dd vía USER HASHTAG",surprise 
3544,"Conoce los rincones del HASHTAG y este HASHTAG visita el Centro de Documentación Francisco Gamoneda, se encuentra en el Antiguo Palacio del Ayuntamiento.  HASHTAG❤️  USER USER https://t.co/FFOeWa4c3Y",others 
3545,37 Cosas Que NO Viste del Episodio 3 de Juego de Tronos Temporada 8 Easter Eggs y Curiosidades Todos los detalles aquí: https://t.co/UeBabT5pyA HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/SHzsjkSFfR,others 
3546,Les da tristeza HASHTAG y les da felicidad Los goles de Messi en el HASHTAG. Llueven tweets. Somos divinos!,joy 
3547,CUANDO NO LIONEL EL MEJOR DE TODOS LOS TIEMPOS SIGANSELA CHUPANDO AL REY  HASHTAG,joy 
3548,TENGO MIEDO. QUE NO MUERA NINGUNO DE MIS FAVORITOS  POR FAVOR HASHTAG HASHTAG  HASHTAG https://t.co/Cky8ogU7Ys,fear 
3549,"🎊#felizdíadelibro🎊 El Día Internacional del Libro es una conmemoración celebrada a nivel mundial con el objetivo de fomentar la lectura, la industria editorial y la protección de la propiedad intelectual por medio del derecho de autor. HASHTAG  HASHTAG https://t.co/itniFv1RM1",others 
3550,"Y en su país son egocéntricos? Pues, les vale verga la catedral de HASHTAG solo quieres mostrar que si fueron a Francia...",anger 
3551,"USER USER No. Por favor no difundir fakenews. La catedral fue salvada por el esfuerzo sobre humano de los bomberos. Las obras mayores pudieron ser sacadas. Una gran pérdida si claro de la flecha, techo y grandes destrozos pero HASHTAG está de pie. Como Paris HASHTAG",others 
3552,HASHTAG 📚  Los invitamos a descargar gratuitamente nuestra colección de libros digitales. Entre los títulos destacan testimonios de actores y testigos de la Revolución Mexicana   👇 https://t.co/lejWVVdS9l https://t.co/swM9UhzRll,others 
3553,HASHTAG está entre dos fuegos; ambos bandos de similar abyección. Me apena mucho la realidad de esa Nación hermana. https://t.co/dXUw1FRTPG,sadness 
3554,Pero que locuron acabó de ver??? HASHTAG USER,surprise 
3555,"Lo que está ocurriendo en estos momentos en HASHTAG 🇻🇪 es un peligro para el pueblo venezolano, Juan Guaidó es un títere de los Estados Unidos.  Venezolanos,¿realmente queréis vender a vuestra patria por las mentiras de ese ''defensor de la democracia''?, no os dejéis engañar. https://t.co/XicTBuYxxp",anger 
3556,"Con los yihadistas no hay que mediar palabra, si tocan a la cristiandad hay que defenderla con ferocidad. Si hace falta otra cruzada que se haga. Dios lo quiere. HASHTAG HASHTAG",disgust 
3557,¿CÓMO SE VIVE DESPUÉS DE ESTO? HASHTAG https://t.co/V5HhK5uXDe,others 
3558,HASHTAG | Los culés se proclamaron campeones de HASHTAG tras vencer 1 – 0 al USER con una gran intervención del capitán Lionel HASHTAG.  https://t.co/fonjsgGM1o,others 
3559,Todo listo con el Amor de Mi Vida para celebrar un nuevo título de HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG   HASHTAG  HASHTAG https://t.co/FNxgPSZpAx,joy 
3560,Atlético Madrid *1-0 Real Valladolid (66') https://t.co/AfKe7c2hDh HASHTAG HASHTAG,others 
3561,Las evangelicas de mi casa felices por que se quema HASHTAG la ignorancia es atrevida. -.- provoca es darle un solo derechazo en la jeta,others 
3562,La presencia de la ultraderecha con 2.5 millones es consecuencia de no cerrar las cosas en su momento. Es una vergüenza tremenda que pueda existir una asociación en favor de un dictador a día de hoy en un país supuestamente democrático. HASHTAG 1/2,anger 
3563,"Si yo fuera un libro, sería de esos libros casi nuevos que están medios rotos. Una novela latinoamericana, con algo de historia y un conflicto existencial. Una historia de amor con momentos mamones y un final inconcluso HASHTAG",others 
3564,"Llora cuasimodo, llora París, lloran todos HASHTAG",sadness 
3565,USER Rondón no ha peleado. Rondón es el pueblo hecho unión cívico militar. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG. HASHTAG es Chavista y Bolivariana.,others 
3566,"Liverpool está paseando al barcelona, hace tiempo no lo veía tan presionado al barca ..!! HASHTAG",surprise 
3567,Fue Una Linda Tarde De HASHTAG 👐⚽,joy 
3568,"HASHTAG📖 | Celebrado y promovido por la UNESCO; desde 1996 se celebra el día internacional del libro y del derecho de autor, cuyo objetivo principal es fomentar la lectura y la protección de la propiedad intelectual. https://t.co/EUqK0psUKA",others 
3569,"HASHTAG 😱  | Las señales de USER Internacional, USER y RCR desaparecen de HASHTAG. 📹📺 https://t.co/En5xh8plgz",others 
3570,"El incendio en HASHTAG puso de luto al mundo entero, ¿pero cuál pudo ser el sentimiento colectivo de los franceses? Esta, la platica que tuve con el arquitecto francés André-Jaques Bodin. HASHTAG https://t.co/VuFqSqYIt0",sadness 
3571,"Alguien (O.N.U) puede hacer algo en Venezuela 🇻🇪 por favor! El DICTADOR HIJO DE PUTA de Maduro, los está matando a todos! HASHTAG",anger 
3572,"El pasado sábado 28 celebramos al lado de nuestro HASHTAG sus 9 ABRILES. Nuestro CRACK PIPE ESPINEL. Como solemos hacer los amantes de la redonda y del verde, animados con la final de la HASHTAG HASHTAG... https://t.co/78iUAkbTvM",joy 
3573,"La 'niña activista climática', haciendo propaganda en el Parlamento Europeo  ""#GretaThunberg, una de las activistas ambientales más jóvenes del mundo, se encuentra hoy en el Parlamento para compartir sus opiniones sobre cómo abordar el HASHTAG"" https://t.co/Lyzsgz6DGm",others 
3574,HASHTAG están listos para ver morir a tantos personajes favoritos? HASHTAG HASHTAG HASHTAG,others 
3575,"No les deseo mal, pero ojalá que pierda el Barcelona. 🤷🏽‍♀️🙄  HASHTAG",others 
3576,Siento pena y empatía por HASHTAG. Lamentablemente gasté la pena y ahora no me queda empatía por la destrucción de bosques y otras tragedias mundiales 🙄,sadness 
3577,"Te lo voy a decir desde el cariño que te tengo HASHTAG: lo de montar al 🐲 está bien, pero como vuelvas a poner a HASHTAG en primera línea de batalla el HASHTAG va a ser un angelito al lado mía... HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/ebsV5cjutR",others 
3578,"Quitando ""polvos"" y celebraciones especiales ... han sido unos de los 81 minutos mejores de mi vida HASHTAG  HASHTAG",joy 
3579,El sábado HASHTAG  El domingo lo del HASHTAG Y hoy el 8x03 de HASHTAG   Un finde que pasará a la historia.,surprise 
3580,Chacun sa Leonarda ^^  HASHTAG,others 
3581,Es algo de lo que estar contento HASHTAG https://t.co/vah7qVDzrB,joy 
3582,Puta vida que gana el Barça🤦🏻‍♀️ no obstante....QUE PUTO CRACK HASHTAG HASHTAG HASHTAG,others 
3583,Los aficionados del Barcelona en estos momentos... HASHTAG https://t.co/xjXQq3Xaku,others 
3584,"Esta todo dicho ya, asi que solo me queda decir que el 75% de los españoles es gilipollas. HASHTAG",anger 
3585,"HASHTAG - Ante la grave crisis que hay en HASHTAG, USER decidió suspender el encuentro entre Argentinos y Estudiantes de HASHTAG a disputarse este jueves a las 17. El encuentro será reprogramado y el plantel volverá a Buenos Aires en las próximas horas pensando en HASHTAG https://t.co/VBzOVTB6Xz",sadness 
3586,Al menos 69 heridos tras alzamiento opositor en HASHTAG https://t.co/qoBs5dYgtY,others 
3587,"Amikas, tomen lápiz y papel porque este capítulo de HASHTAG viene lleno de datos para buscar, encontrar, comprar y pedir libros. El USER nos preparó el tremendo listado por el HASHTAG   https://t.co/DKuZUx1vhu vía USER",others 
3588,Y por eso dembélé es suplente HASHTAG https://t.co/Ern34ugPxR,others 
3589,"USER HASHTAG básicos... Si se manifiestan son atacados por gases, balas, atropellados... Es muy triste lo que están viviendo. Mi apoyo incondicionala por una Venezuela Libre. HASHTAG 💛💙❤️",sadness 
3590,Este momento de mi vida le llamo felicidad... No hay trabajo y lo más hermoso hay HASHTAG y mejor aún juega el USER 🔵🔴 HASHTAG HASHTAG,joy 
3591,🔴🔵 Campeón fcbarcelona de HASHTAG 2018/19 🔵🔴 gracias por alegría ⚽🏆  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG en Remedios De… https://t.co/IKZG2ZaeQo,joy 
3592,"Que tristeza tengo ante la noticia del gran incendio en HASHTAG. Está sufriendo la historia, la pasada y la futura. Me duele como las nuevas generaciones están perdiendo años y siglos de aprendizaje. HASHTAG",sadness 
3593,Muy orgulloso de mis colores Blaugranas ❤️💙⚽️  Muy orgulloso de todo el equipo !  ¡ HASHTAG !  HASHTAG    HASHTAG,joy 
3594,Pero que lindura seria llevarse esto 🤓 HASHTAG HASHTAG  HASHTAG HASHTAG https://t.co/pTaPsH2DFv,others 
3595,"Que inhumanidad esas imagenes de esos tanques arrollando personas en Venezuela, no me explico como hay gente que defiende al maldito y asesino de Maduro. HASHTAG",anger 
3596,"El tema del HASHTAG cada día toma más relevancia, gracias al movimiento mundial de huelgas estudiantiles que comenzó en agosto de 2018, cuando la activista sueca HASHTAG, de 16 años, comenzó a protestar los viernes frente al HASHTAG. https://t.co/KJSWnlvnLv https://t.co/UIJvhrMPCY",others 
3597,¿Mejor actuación femenina del capítulo? HASHTAG,others 
3598,HASHTAG El frenesí sonríe al Barça https://t.co/mYbh7DnnIIí+sonríe+al+Barça,joy 
3599,Loco hagan una resonancia a Vidal y averigüen si tiene más pulmones.. Es incombustible! HASHTAG HASHTAG,others 
3600,"Si hoy es 23 de abril, esta premio Cervantes se llama Ida Vitale https://t.co/lRPxWX7K62 HASHTAG",others 
3601,¿están ustedes seguros de que HASHTAG no es culpa de las tres derechas?,others 
3602,"Decir que se está triste por lo de HASHTAG tal vez sea exagerado, pero el jugarle al desestimar que es algo trágico por quedar como interesante es patético, muestra falta absoluta de cultura y algo peor, demuestra que son los nuevos “únicos y diferentes” PENDEJOS.",sadness 
3603,"Es siempre así. Cuando la oscuridad y la tragedia parece inundarlo todo, la luz de Cristo se abre paso para hacer renacer la esperanza.  HASHTAG https://t.co/SeGiK7Bz0Y",sadness 
3604,"Mira, si hoy no se lia, para mi pasa de la mejor serie de la historia a la mayor decepcion de la historia. HASHTAG",others 
3605,Así era el interior de Notre Dame antes del terrible incendio. HASHTAG HASHTAG https://t.co/hsm23U2aEC,sadness 
3606,Verdadero resumen: Los caminantes les meten una paliza. Arya consigue vencer heroicamente cambiandose el cuchillo de mano. HASHTAG https://t.co/vfPkc4pUE3,others 
3607,"por fin HASHTAG: ""las generaciones de adultos han fracasado..tenemos que salir de nuestras zonas de confort"" https://t.co/s8Dd1ZP5jC",others 
3608,Yo no me muevo hoy de mi casa hasta que me termine el capitulo de juego de tronos  Como estoy sufriendo la madre HASHTAG,surprise 
3609,"Que te dediquen una canción, gusta, pero que te dediquen un libro, enamora. Feliz HASHTAG",joy 
3610,"Si saben que en SLP se han consumido mas 500 hectarias en los ultimos días?!!! Y tú ""mexicano"" mas triste y preocuado por la perdida de la catedral de HASHTAG, es lamentable si pero, es mas lamentable la perdida de las reservas naturales de nuestro México chingao!! 😭 # https://t.co/vJUOkgt8MT",sadness 
3611,El USER es el mejor equipo que ha pasado por el Camp Nou esta temporada. Sin USER estaría ya muy complicada la eliminatoria HASHTAG HASHTAG,others 
3612,"Yo no donaba para reconstruir la catedral de HASHTAG NO MAMEN, mejor donen para re construir bosques y hacer reservas naturales.",anger 
3613,No entiendo por qué se molestan de que la gente ponga sus fotos en HASHTAG  a fin de cuentas es un recuerdo que ellos tienen de la catedral. Qué necesidad de hacer sentir mal a alguien por subir una simple foto.  A veces me caen taaan mal.,anger 
3614,"Pero vamos a ver, USER. USER, USER  y Suárez Iliana.  Os dais cuenta del nivel intelectual de los 3 que están ahí dando explicaciones?  Creéis que los españoles somos tontos? HASHTAG HASHTAG  HASHTAG",anger 
3615,"HASHTAG quiero recomendarles una narrativa franca, a veces cruda, plagada de situaciones conmovedoras de un gran amigo y escritor USER su libro BAJO LOS PIES DE JUDAS https://t.co/eNHViUjs1h",others 
3616,"2 de 3, queda la de esta noche y me voy de Holidays.. 💪🏼#AvengersEndGame HASHTAG HASHTAG",others 
3617,HASHTAG muestra HASHTAG con HASHTAG tras incendio en Catedral HASHTAG  https://t.co/qg5B1Ksh7w https://t.co/iEklXdsuQI,others 
3618,HASHTAG   HASHTAG 1-0 HASHTAG ⚽️ Messi  HASHTAG campeón de liga 2018/2019.  Un nuevo título para HASHTAG!!!,joy 
3619,"La gente que dona dinero para reconstruir HASHTAG puede hacer con su dinero lo que le venga en gana.  La pobreza en Africa es responsabilidad de los propios gobiernos que son los que más roban y mantienen a sus pueblos en estados miserables, siendo los más ricos en recursos. https://t.co/ZSQLHO1lCK",anger 
3620,HASHTAG | Leopoldo Lopez ingresó en calidad de “huésped” a la embajada de Chile https://t.co/SfzoE30GqB HASHTAG,others 
3621,HASHTAG 🏆 USER - USER   ⌚81' |3-0| GOOOOOOOLAZO de HASHTAG que marca el tercero de tiro libre.  Siga HASHTAG nuestro minuto a minuto acá 👉 https://t.co/3sjZuZukOV https://t.co/5J4WGgWljO,joy 
3622,Nadie ha matado al rey nocturno... 😎 Team Arya 😍 HASHTAG https://t.co/OdqRY99Inf,joy 
3623,"HASHTAG Con permiso de USER  Mañana ahorrarse darme los buenos días,porque mi respuesta será: BUENOS DÍAS,TÚ.",joy 
3624,"Bueno, en media hora empieza el HASHTAG de la HASHTAG Ya está todo el pescao vedio... Que la luz de los siete nos guarde HASHTAG  HASHTAG",surprise 
3625,"A los gritos de militancia de ""Con Rivera NO"" USER responde ""No vamos a poner cordones sanitarios, la única condición será respetar la constitución"". HASHTAG HASHTAG https://t.co/NR9ysflmwK",others 
3626,"La activista sueca HASHTAG, de 16 años, ha sido nominada por tres legisladores noruegos para el HASHTAG como reconocimiento... https://t.co/uHtl5MbdRp",others 
3627,"HASHTAG Abrazo de dos glorias inglesas, los mensajes de Rojo y Lavezzi y el dardo de Balotelli: las reacciones tras el golazo de Messi de tiro libre https://t.co/JT2K75gmEx https://t.co/CnJKzkAOdg",others 
3628,"HASHTAG: ""Si usted piensa que deberíamos estar en la escuela, le sugerimos que tome nuestro lugar en las calles haciendo huelga en su trabajo. O únase a nosotros. No puede sentarse y dejar que la esperanza llegue sin hacer nada. Eso es actuar como niños irresponsables"" https://t.co/HNPA3By5Zu",anger 
3629,😂😂😂😂 en serio Pichetto? En serio?!?!?! No sos más hijo de puta y panqueque porque no te dan las horas del día! Peronismo de manual HASHTAG HASHTAG HASHTAG https://t.co/xYfDF31tOH,disgust 
3630,"Parece que las autoridades se muestran optimistas de que la estructura de las 2 torres frontales de Notre Dame se puedan salvar. El techo, interiores, espira central y sus históricos vitrales ya se han perdido.   HASHTAG HASHTAG https://t.co/8CEq6dI6E5",others 
3631,"700millones recaudados en apenas un día... Las Incongruencias de un mundo capitalista ciego y egoísta. Que vale más una catedral, o la vida de millones de personas en paises en guerra?  (Sin tener nada en contra de HASHTAG )",anger 
3632,"Ciudadanos 0 en el Pais Vasco y 5 en Cataluña. Ni con la campaña mediática que han tenido les tienen en cuenta en esas dos comunidades. Seguid con mítines para conseguir la foto, no engañáis a nadie. HASHTAG",anger 
3633,Espero y deseo que HASHTAG resurja de sus cenizas como el ave Fénix,others 
3634,"Madre del amor hermoso, qué bestialidad de capítulo 😐😐 HASHTAG",surprise 
3635,"Sin palabras para definir el capítulo de HASHTAG de esta noche!!!! Sin palabras!!!! HASHTAG guapa , sublime , inigualable !!!! 🥰😍🥰 https://t.co/9TCAkNJ0Mc",joy 
3636,Lo que juega Jordi Alba es de locos. HASHTAG https://t.co/D5AAVkqpeI,others 
3637,""" O el asilo contra la opresión"".... 🇨🇱 🇻🇪 HASHTAG  HASHTAG",others 
3638,"HASHTAG aviso, me acabo de comprar esta ganga por dos y 1/2 luquitas, están dando dos por 5 mil en nueva providencia 2160 local 46 👍🏻 https://t.co/DWxkNsD522",others 
3639,"Pues viendo como va el escrutinio,  lo que me preocupa ahora es el nuevo capítulo de HASHTAG HASHTAG https://t.co/KtkuZyWb1f",others 
3640,La catedral del fútbol HASHTAG fue derribada y levantada. La catedral de HASHTAG fue quemada y la levantar....... HASHTAG,others 
3641,"Es triste saber que Notre Dame sobrevivió cosas peores, incluyendo a la revolución francesa y dos guerras mundiales pero no pudo sobrevivir a nuestra época.  HASHTAG",sadness 
3642,USER Tu necesidad de agradar al régimen te lleva a defender lo indefendible. Quien está usurpando el poder en HASHTAG es el simio armado de USER,others 
3643,Muy tierno el HASHTAG y todo pero DÓNDE ESTÁN MIS DESCUENTOS,others 
3644,Este año han sido dos ☺️✌🏼#DiaDelLibro https://t.co/hBToDRguda,others 
3645,Pues mi HASHTAG se termina con este regalito 😍 https://t.co/J6MlCmMALS,others 
3646,Los franceses ya no saben que hacer para imitarnos...se montan sus propias fallas en plena HASHTAG HASHTAG https://t.co/rJPZYLmY55,others 
3647,Excelente USER diciendo que los medios oficialistas aprovecharon el golpe en HASHTAG para tapar el enorme HASHTAG que hicimos.  HASHTAG HASHTAG HASHTAG HASHTAG,others 
3648,🌎#FridaysforFuture es un movimiento popular tras el llamado de la activista sueca de 16 años USER a la huelga escolar por el Cambio Climático. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG https://t.co/TfXQOjeoap,others 
3649,"Ya está armado el stand de Radar de los trabajadores, esté va a ser el espacio de la cultura de más de treinta organizaciones sindicales  en la USER 2019, Pabellón Azul  puesto 154. HASHTAG  HASHTAG https://t.co/7BlYJzdbRH",others 
3650,Emotivos videos muestran cómo cientos de franceses se reunieron en los alrededores de HASHTAG para cantar y esperar lo mejor ante la tragedia.   https://t.co/FOrdY6GybF,sadness 
3651,yo si veo al barsa favorito por que hoy he visto que dios es del barsa HASHTAG HASHTAG,joy 
3652,"No quiero ni imaginar lo desesperados que están en HASHTAG, para que piensen de esta forma 👇🏽 https://t.co/lh6PaHg3jp",others 
3653,"Entre el Tottenham ayer y el Liverpool hoy, no se sabe bien cuál de los dos entendió menos que estaban jugando una semifinal de HASHTAG",others 
3654,La larga angustia diría yo 😱🤯💀🥶🔥🐲⚔️🥺qué barbaridad de episodio!! HASHTAG HASHTAG HASHTAG https://t.co/J4F8yIXuSN,surprise 
3655,En 8 minutos Messi resolvió el encuentro.  HASHTAG 3-0 HASHTAG  HASHTAG https://t.co/wdAiAZM7YG,joy 
3656,Quien gana la ida de la segunda semifinal de la HASHTAG,others 
3657,Alguna duda todavía de quien es el auténtico Rey del futbol? HASHTAG HASHTAG https://t.co/4e74SEqyEl,others 
3658,"HASHTAG “De los diversos instrumentos inventados por el hombre, el más asombroso es el libro; todos los demás son extensiones de su cuerpo… Sólo el libro es una extensión de la imaginación y la memoria”. Jorge Luis Borges. https://t.co/6dTxrnUg4P",others 
3659,HASHTAG no me puedo dormir Actualizando Twitter todo el rato para leer vuestras opiniones jeje,others 
3660,Que se sienta en todo el mundo el llamado de HASHTAG por políticas efectivas contra el HASHTAG USER USER USER USER USER  https://t.co/I0oCEgzESd,others 
3661,"Lo mejor que le podemos regalar a nuestros hijos son libros, así aumentamos su vocabulario e imaginación... HASHTAG",joy 
3662,USER Esta imagen me resultó fantástica HASHTAG https://t.co/ThyILQyQWe,joy 
3663,No toca mas que ver la HASHTAG la chaaaaampions 😜 HASHTAG porque por su culpa no me pude ir al feriado 😱😱,sadness 
3664,HASHTAG y para mi HASHTAG ¡magnifica combinación! https://t.co/VYMzajxG5E,joy 
3665,Ajax 🇳🇱 ganó en su visita al Tottenham 🏴󠁧󠁢󠁥󠁮󠁧󠁿 [Semifinal Ida HASHTAG]  USER 0-1 USER  🕛15' ⚽Van de Beek  HASHTAG,others 
3666,Una muestra de cómo son nuestros políticos es que de momento ninguno de los que han salido a hablar a felicitado al posible ganador. ¿Cuántos lo harán? ¿0? 🤔 HASHTAG,others 
3667,A correr que se me perdió el Tete!!!!! No son más que títeres de HASHTAG En HASHTAG no se rinde nadie!!! HASHTAG https://t.co/uKrUpQD8jE,others 
3668,Este HASHTAG 📘 me lo regaló mi papá cuando yo tenía 12 años. Y para mí su contenido es un relato y su significado es la vida misma.  HASHTAG HASHTAG  HASHTAG HASHTAG https://t.co/2b99AFqt3J,joy 
3669,Así sale el Barcelona para enfrentar al Liverpool.  HASHTAG https://t.co/f7jbDFLpT5,others 
3670,"Hoy , HASHTAG, hemos sacado nuestros libros más bellos de HASHTAG de la USER para... https://t.co/POWqqLBAiQ",others 
3671,"Gol de Lucho, pero el pase de Alba no tiene madre y ya lo gana unoCERO HASHTAG  HASHTAG HASHTAG HASHTAG",others 
3672,"Siempre es un buen día para celebrar el amor por los libros. Feliz 📖'Día Mundial del Libro'📖 para usted que comprende lo que es vivir otras vidas y recorrer otros mundos, para usted que goza esa relación mágica entre los libros y el saber. HASHTAG HASHTAG",joy 
3673,"AHORA HASHTAG | HASHTAG | 🎙 USER, jugador argentino en Caracas: ""Se está viviendo una situación complicada, hacía dos meses que no pasaba nada, pero hoy amanecimos con este conflicto político. Está bastante difícil""",others 
3674,Hoy triunfa el USER.  Guarden este tuit.  HASHTAG,others 
3675,Bran está esperando el momento solo esperen... HASHTAG,others 
3676,"Lo que más me alegra de estas elecciones es la hostia que se ha llevado el PP y que el sin estudios haya quedado como lo que es, un gilipollas profundo. HASHTAG HASHTAG  HASHTAG",joy 
3677,"HASHTAG, la activista ecologista de 16 años que se planta ante la UE: ""Hemos empezado a limpiar su estropicio y no pararemos hasta acabar"" https://t.co/8qw7Kv6zWM vía USER HASHTAG HASHTAG",others 
3678,CON RIVERA NO! CON RIVERA NO!  El grito de los Socialistas en Ferraz.  HASHTAG HASHTAG HASHTAG HASHTAG,anger 
